Spectrum,10/7/2020 10:44:38 AM
[Global Parameters]
Frequency,3040000000,Hz
Reference Level,-30,dBm
Input Type,RF,
RF & IF Optimization,KinderGentler,

[Global Results]

[Markers]
[Marker M0]
Active,false
Enabled,false
Frequency,80,,MHz
Trace 1,-108.53,,dBm
[Marker M1]
Active,false
Enabled,false
Frequency,5.2802575,,GHz
Trace 1,-103.09,,dBm
[Marker M2]
Active,false
Enabled,false
Frequency,---,,
Trace 1,---,,
[Marker M3]
Active,false
Enabled,false
Frequency,---,,
Trace 1,---,,
[Marker M4]
Active,false
Enabled,false
Frequency,---,,
Trace 1,---,,

[Parameters]
Span,5920000000,Hz
Resolution Bandwidth,1000,Hz
RBW Window Type,Kaiser,

[Trace Parameters]
Spectrogram Trace
Selected,false,
,false,
,false,

Video Bandwidth Enable,false,
Video Bandwidth,100,Hz

[Trace Parameters]
Trace 1
Selected,true,
,false,
,false,
Function,MaxHold,
Detection,PositivePeak,


[Trace Parameters]
Spectrogram Trace
Selected,false,
,false,
,false,


[Results]
Marker Power ENBW,1054.9449929210498,Hz,-1,-1
Noise Marker Offset,-30.232298151847431,dB,-1,-1
Actual RBW,999.99994900503384,Hz,-1,-1

[Traces]
[Trace]
Trace 1,,dBm,-1,-1
NumberPoints,64001
XStart,80000000,Hz
XStop,6000000000,Hz
-126.84310913085937
-122.3365478515625
-127.43353271484375
-128.04795837402344
-127.81671142578125
-126.52044677734375
-126.98837280273438
-127.73735046386719
-127.30589294433594
-127.17259216308594
-127.29452514648437
-126.87687683105469
-127.14967346191406
-127.91860961914062
-127.11370849609375
-127.60635375976563
-126.54681396484375
-126.79231262207031
-127.09695434570312
-126.72195434570312
-127.5406494140625
-127.35911560058594
-128.00985717773437
-126.68780517578125
-127.07546997070312
-124.81387329101562
-127.22917175292969
-126.93447875976563
-127.71160888671875
-127.43727111816406
-126.703125
-126.09661865234375
-127.57249450683594
-126.75978088378906
-126.11172485351562
-127.59983825683594
-127.11332702636719
-126.92327880859375
-126.4561767578125
-127.51072692871094
-126.42538452148437
-119.91632080078125
-118.8936767578125
-117.23774719238281
-118.65342712402344
-111.83310699462891
-111.84729766845703
-113.42236328125
-118.16766357421875
-123.03497314453125
-125.96153259277344
-117.65290069580078
-122.11062622070312
-117.58877563476562
-120.82254028320312
-121.02513122558594
-123.69477844238281
-119.6263427734375
-122.21876525878906
-125.12419128417969
-123.06465148925781
-122.11663818359375
-123.224365234375
-121.91354370117187
-121.54837036132812
-121.98728942871094
-126.10838317871094
-123.18418884277344
-125.02967834472656
-126.95634460449219
-126.56607055664062
-128.27413940429687
-127.94050598144531
-127.15760803222656
-128.24642944335938
-127.21849060058594
-127.89393615722656
-127.53616333007812
-128.21519470214844
-124.91877746582031
-127.70587158203125
-128.2320556640625
-124.17991638183594
-125.47525024414063
-127.25651550292969
-127.06875610351562
-123.51591491699219
-125.31991577148437
-127.79122924804688
-126.85098266601563
-126.43165588378906
-127.39944458007813
-128.08750915527344
-128.19683837890625
-128.22796630859375
-127.60821533203125
-127.55180358886719
-125.99421691894531
-127.78421020507812
-127.12802124023437
-125.48739624023437
-125.98387145996094
-127.53384399414063
-126.43983459472656
-127.50263977050781
-126.64949035644531
-126.95156860351562
-126.78025817871094
-106.23680114746094
-125.92166137695312
-126.97306823730469
-127.13702392578125
-127.00677490234375
-127.14613342285156
-127.24008178710938
-126.52732849121094
-127.78150939941406
-127.08154296875
-126.76995849609375
-125.92886352539062
-126.92739868164062
-125.13288879394531
-119.06086730957031
-118.73770141601562
-123.47032165527344
-123.14358520507812
-126.820556640625
-123.22190856933594
-119.85733032226562
-116.31617736816406
-113.71261596679687
-113.4893798828125
-119.63009643554687
-118.25016784667969
-121.72036743164062
-125.95024108886719
-126.13523864746094
-126.75955200195312
-126.31010437011719
-127.38600158691406
-127.35324096679687
-126.86756896972656
-126.16743469238281
-127.47210693359375
-126.79238891601562
-126.38946533203125
-126.534912109375
-126.97274780273438
-127.18293762207031
-126.94248962402344
-126.40158081054687
-127.06117248535156
-128.37289428710937
-127.46624755859375
-127.31840515136719
-127.29417419433594
-126.09124755859375
-127.19056701660156
-127.31295776367187
-127.43943786621094
-127.29533386230469
-126.05110168457031
-125.695068359375
-126.59947204589844
-126.92460632324219
-126.08808898925781
-127.24130249023437
-126.43927001953125
-126.31608581542969
-122.98188781738281
-127.13255310058594
-125.52726745605469
-126.6026611328125
-124.82862854003906
-120.671630859375
-100.18303680419922
-122.96148681640625
-126.77033996582031
-128.19888305664062
-127.71249389648437
-128.40919494628906
-127.05596923828125
-127.74362182617188
-126.60202026367187
-127.11843872070313
-127.65476989746094
-127.71662902832031
-127.62286376953125
-127.16899108886719
-127.05506896972656
-127.33468627929688
-126.24394226074219
-126.49063110351562
-127.7254638671875
-126.76889038085937
-126.93084716796875
-125.48445129394531
-125.17544555664062
-119.09915161132812
-119.77996826171875
-116.76718902587891
-110.10527801513672
-112.98878479003906
-120.98854064941406
-120.51803588867187
-124.46192932128906
-122.79071044921875
-125.23362731933594
-126.63676452636719
-127.20928955078125
-128.03228759765625
-128.377685546875
-127.87054443359375
-126.6434326171875
-127.45802307128906
-127.23063659667969
-124.16032409667969
-126.90106201171875
-121.40412902832031
-124.2734375
-122.50869750976562
-127.46694946289063
-127.04983520507813
-127.01969909667969
-125.85348510742187
-125.93962097167969
-126.33953857421875
-126.92375183105469
-124.03338623046875
-125.98992919921875
-126.42179870605469
-123.17732238769531
-125.29690551757812
-125.97642517089844
-126.11602783203125
-125.9931640625
-126.30923461914062
-126.54359436035156
-125.20654296875
-126.64839172363281
-126.03939819335938
-124.60690307617187
-125.79127502441406
-126.41824340820313
-125.31367492675781
-125.74566650390625
-126.34051513671875
-126.42289733886719
-126.28424072265625
-124.67251586914062
-124.97517395019531
-126.34564208984375
-123.8668212890625
-126.12330627441406
-126.33572387695312
-125.30178833007813
-125.82356262207031
-127.25682067871094
-125.08280944824219
-123.86033630371094
-125.17306518554687
-124.63763427734375
-126.78495788574219
-125.59014892578125
-125.22294616699219
-127.28834533691406
-125.67791748046875
-125.9493408203125
-126.39285278320313
-127.23439025878906
-127.02615356445312
-127.02720642089844
-127.23286437988281
-126.30615234375
-127.27543640136719
-127.6593017578125
-127.07418823242187
-127.6732177734375
-127.41413879394531
-126.97592163085937
-126.13519287109375
-127.30416870117187
-127.4146728515625
-128.04229736328125
-128.13058471679687
-127.96200561523437
-127.53390502929688
-127.8602294921875
-127.95059204101562
-127.4598388671875
-127.0767822265625
-128.01705932617187
-127.27651977539062
-127.37142944335937
-127.9632568359375
-128.18841552734375
-128.23504638671875
-127.61698913574219
-127.14109802246094
-127.14715576171875
-127.68028259277344
-127.42106628417969
-125.91751098632812
-123.3167724609375
-122.52395629882812
-126.82656860351562
-126.56272888183594
-126.15423583984375
-126.37686157226562
-126.97831726074219
-127.47109985351563
-125.71112060546875
-127.30882263183594
-126.56388854980469
-125.90097045898437
-126.98248291015625
-124.21112060546875
-124.02647399902344
-123.25592041015625
-116.44403076171875
-114.31412506103516
-120.48033142089844
-122.62001037597656
-123.30384826660156
-103.92286682128906
-123.36004638671875
-126.75997924804688
-126.50723266601563
-126.84542846679687
-126.08659362792969
-125.58795166015625
-127.47470092773437
-127.08882141113281
-126.45419311523437
-127.40969848632812
-125.94001770019531
-126.68800354003906
-125.57827758789063
-127.37284851074219
-123.46994018554687
-124.21212768554687
-125.91093444824219
-124.94451904296875
-126.2247314453125
-126.27412414550781
-126.6942138671875
-127.18115234375
-126.67744445800781
-109.1273193359375
-126.45875549316406
-125.28300476074219
-126.34524536132812
-126.99162292480469
-126.50590515136719
-125.99504089355469
-125.52607727050781
-122.61259460449219
-125.1773681640625
-121.8385009765625
-116.59926605224609
-122.51814270019531
-125.22955322265625
-125.45144653320313
-127.23965454101563
-126.27969360351563
-125.842041015625
-126.82832336425781
-126.62770080566406
-126.61415100097656
-127.53118896484375
-127.58848571777344
-127.76020812988281
-126.99272155761719
-127.62176513671875
-126.96366882324219
-127.46504211425781
-127.67413330078125
-126.09185791015625
-127.94140625
-126.97099304199219
-127.03306579589844
-128.41600036621094
-128.34916687011719
-127.3865966796875
-127.35020446777344
-127.97662353515625
-128.2823486328125
-127.55960083007812
-128.01393127441406
-127.36749267578125
-128.06404113769531
-127.6666259765625
-127.22503662109375
-127.36308288574219
-128.60791015625
-127.1864013671875
-126.71430969238281
-126.96885681152344
-127.56520080566406
-128.0130615234375
-127.85433959960937
-127.62667846679687
-128.38505554199219
-128.16259765625
-127.75254821777344
-127.39979553222656
-127.69566345214844
-128.66621398925781
-127.94500732421875
-127.97390747070312
-127.600830078125
-127.57960510253906
-125.32901000976562
-125.23153686523437
-127.51289367675781
-126.26982116699219
-126.18814086914063
-125.83731079101562
-126.10185241699219
-126.55770874023438
-127.03482055664062
-126.41099548339844
-127.07070922851562
-127.25614929199219
-127.42303466796875
-126.44136047363281
-127.1051025390625
-127.05534362792969
-127.00282287597656
-126.45175170898438
-126.41481018066406
-126.30398559570312
-125.83770751953125
-126.22927856445313
-125.08978271484375
-125.18438720703125
-124.37368774414062
-125.54074096679687
-125.3719482421875
-124.3240966796875
-125.17469787597656
-124.8489990234375
-125.67753601074219
-125.61642456054687
-125.12635803222656
-125.24600219726562
-124.92843627929687
-125.08177185058594
-125.21682739257812
-126.16482543945313
-126.57896423339844
-125.69633483886719
-125.56806945800781
-125.963623046875
-126.11178588867188
-125.70701599121094
-126.7471923828125
-126.69815063476562
-126.56986999511719
-127.15829467773438
-125.3638916015625
-125.93302917480469
-126.77565002441406
-126.4202880859375
-126.83309936523437
-125.75685119628906
-125.0833740234375
-124.55508422851562
-122.37460327148437
-123.14456176757812
-123.95703125
-123.9146728515625
-123.32693481445312
-123.68038940429687
